"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00282","44625.78755925718"
"sha256:ff2d3-r2j-00283","29950.351067290932"
"sha256:ff2d3-r2j-00284","27013.783434314973"
"sha256:ff2d3-r2j-00285","23146.748132174165"
"sha256:ff2d3-r2j-00286","26221.191971407563"
"sha256:ff2d3-r2j-00287","42492.097685506684"
"sha256:ff2d3-r2j-00288","34350.22306035581"
"sha256:ff2d3-r2j-00289","4648.375475899753"
"sha256:ff2d3-r2j-00290","46070.58569691263"
"sha256:ff2d3-r2j-00291","29950.351067290932"
"sha256:ff2d3-r2j-00292","29950.351067290932"
"sha256:ff2d3-r2j-00293","8304.401780483488"
"sha256:ff2d3-r2j-00294","27110.50897333627"
"sha256:ff2d3-r2j-00295","-3905.0835461202078"
"sha256:ff2d3-r2j-00296","7746.222213025911"
"sha256:ff2d3-r2j-00297","29898.602014376316"
"sha256:ff2d3-r2j-00298","29950.351067290932"
"sha256:ff2d3-r2j-00299","29950.351067290932"
"sha256:ff2d3-r2j-00300","18764.867390987638"
"sha256:ff2d3-r2j-00301","29950.351067290932"
"sha256:ff2d3-r2j-00302","34202.15240684915"
"sha256:ff2d3-r2j-00303","-16144.44127890066"
"sha256:ff2d3-r2j-00304","29950.351067290932"
"sha256:ff2d3-r2j-00305","29950.351067290932"
"sha256:ff2d3-r2j-00306","-10389.643310208645"
"sha256:ff2d3-r2j-00307","-4914.317083402013"
"sha256:ff2d3-r2j-00308","-8087.669370352698"
"sha256:ff2d3-r2j-00309","42990.60990299936"
"sha256:ff2d3-r2j-00310","36843.541581319674"
"sha256:ff2d3-r2j-00311","29950.351067290932"
"sha256:ff2d3-r2j-00312","29950.351067290932"
"sha256:ff2d3-r2j-00313","7504.729776438384"
"sha256:ff2d3-r2j-00314","54638.01756907354"
"sha256:ff2d3-r2j-00315","29950.351067290932"
"sha256:ff2d3-r2j-00316","29950.351067290932"
"sha256:ff2d3-r2j-00317","29950.351067290932"
"sha256:ff2d3-r2j-00318","29950.351067290932"
"sha256:ff2d3-r2j-00319","52063.723314308794"
"sha256:ff2d3-r2j-00320","41173.682440108736"
"sha256:ff2d3-r2j-00321","33516.45223210874"
"sha256:ff2d3-r2j-00322","22271.12107948099"
"sha256:ff2d3-r2j-00323","40663.79962868295"
"sha256:ff2d3-r2j-00324","15926.66927885385"
"sha256:ff2d3-r2j-00325","50689.13726731172"
"sha256:ff2d3-r2j-00326","29950.351067290932"
"sha256:ff2d3-r2j-00327","46837.23257421518"
"sha256:ff2d3-r2j-00328","29950.351067290932"
"sha256:ff2d3-r2j-00329","40960.611670528655"
"sha256:ff2d3-r2j-00330","30771.812521434076"
"sha256:ff2d3-r2j-00331","29950.351067290932"
"sha256:ff2d3-r2j-00332","32733.616075142912"
"sha256:ff2d3-r2j-00333","41253.09890553841"
"sha256:ff2d3-r2j-00334","28110.569179522186"
"sha256:ff2d3-r2j-00335","39306.20748113218"
"sha256:ff2d3-r2j-00336","14502.455745546966"
"sha256:ff2d3-r2j-00337","9411.667809493505"
"sha256:ff2d3-r2j-00338","29950.351067290932"
"sha256:ff2d3-r2j-00339","24097.191133794648"
"sha256:ff2d3-r2j-00340","23619.187309884124"
"sha256:ff2d3-r2j-00341","29950.351067290932"
"sha256:ff2d3-r2j-00342","32253.53169988218"
"sha256:ff2d3-r2j-00343","14545.329307320644"
